mode,device_id,gpu_name,compute_capability,precision,input_type,accumulator_type,output_type,m,n,k,median_ms,p90_ms,throughput,unit,best,validation,status,algorithm,workspace_bytes,message
isolated,0,NVIDIA RTX 6000D,12.0,bf16,BF16,FP32,BF16,4096,4096,4096,1.021120,1.381376,134.596286,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,0,NVIDIA RTX 6000D,12.0,bf16,BF16,FP32,BF16,8192,8192,8192,7.304224,9.423584,150.530929,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,0,NVIDIA RTX 6000D,12.0,bf16,BF16,FP32,BF16,16384,16384,16384,61.173504,61.331806,143.789263,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=4096, expected=4096, tolerance=122.88"
isolated,0,NVIDIA RTX 6000D,12.0,tf32,FP32,FP32,FP32,4096,4096,4096,1.969600,2.898240,69.780136,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,0,NVIDIA RTX 6000D,12.0,tf32,FP32,FP32,FP32,8192,8192,8192,15.348128,15.428320,71.638157,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,16384,"actual=2048, expected=2048, tolerance=61.44"
isolated,0,NVIDIA RTX 6000D,12.0,tf32,FP32,FP32,FP32,12288,12288,12288,51.355137,53.266975,72.258628,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,18432,"actual=3072, expected=3072, tolerance=92.16"
isolated,0,NVIDIA RTX 6000D,12.0,fp32,FP32,FP32,FP32,4096,4096,4096,2.106816,2.108224,65.235384,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,2048,"actual=1024, expected=1024, tolerance=0.01024"
isolated,0,NVIDIA RTX 6000D,12.0,fp32,FP32,FP32,FP32,8192,8192,8192,16.283457,16.287489,67.523232,TFLOPS,True,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,8192,"actual=2048, expected=2048, tolerance=0.02048"
isolated,0,NVIDIA RTX 6000D,12.0,fp32,FP32,FP32,FP32,12288,12288,12288,55.608097,55.655842,66.732220,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,18432,"actual=3072, expected=3072, tolerance=0.03072"
isolated,0,NVIDIA RTX 6000D,12.0,fp64,FP64,FP64,FP64,2048,2048,2048,13.305824,13.307648,1.291154,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=512, expected=512, tolerance=1e-06"
isolated,0,NVIDIA RTX 6000D,12.0,fp64,FP64,FP64,FP64,4096,4096,4096,104.387100,104.390175,1.316628,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=1e-06"
isolated,0,NVIDIA RTX 6000D,12.0,fp64,FP64,FP64,FP64,6144,6144,6144,351.515167,351.518341,1.319592,TFLOPS,True,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1536, expected=1536, tolerance=1e-06"
